edrpou,name,short_name,opf,stan,registration,terminated_info
44074511,"ВІДДІЛ ОСВІТИ, КУЛЬТУРИ, МОЛОДІ ТА СПОРТУ ГУРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ КІРОВОГРАДСЬКОЇ ОБЛАСТІ",,ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,14.01.2021; 14.01.2021; 1004241020000000867,
44086972,"УПРАВЛІННЯ КУЛЬТУРИ, ТУРИЗМУ, МОЛОДІ ТА СПОРТУ САРНЕНСЬКОЇ МІСЬКОЇ РАДИ",УПРАВЛІННЯ КТМС САРНЕНСЬКОЇ МІСЬКОЇ РАДИ,ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,06.01.2021; 06.01.2021; 1006041020000001449,
44133922,"Відділ освіти, культури, молоді та спорту Белзької міської ради  Львівської області",Відділ ОКМС Белзької МР,ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,05.01.2021; 05.01.2021; 1004081020000002176,
44155417,"ВІДДІЛ ОСВІТИ, КУЛЬТУРИ, МОЛОДІ ТА СПОРТУ ОЛЕКСАНДРІВСЬКОЇ СЕЛИЩНОЇ РАДИ",,ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,08.06.2021; 08.06.2021; 1005211020000002288,
44167291,"Відділ освіти, культури, молоді та спорту Іваничівської селищної ради",,ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,02.06.2021; 02.06.2021; 1001821020000000804,
44349407,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СЕНТРАЛ ФІШ ТРЕЙД""","ТОВ ""СФ ТРЕЙД""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,04.08.2021; 04.08.2021; 1000721020000046795,
44375369,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КИЇВХЛІБ""","ТОВ ""КИЇВХЛІБ""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,26.04.2021; 26.04.2021; 1000711020000047644,
44480192,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРОДСНАБ-ВОСТОК""","ТОВ ""ПРОДСНАБ-ВОСТОК""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,08.02.2022; 08.02.2022; 1004711020000028681,
44557830,"Комунальний заклад ""Центр розвитку фізкультури і спорту"" Сокільницької сільської ради Львівського району Львівської області","КЗ ""ЦРФіС"" Сокільницької с/р","КОМУНАЛЬНА ОРГАНІЗАЦІЯ (УСТАНОВА, ЗАКЛАД)",зареєстровано,24.11.2021; 24.11.2021; 1010261020000000317,
44634286,"ВІДДІЛ ОСВІТИ, МОЛОДІ, СПОРТУ ТА КУЛЬТУРИ СВАЛЯВСЬКОЇ МІСЬКОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ","ВІДДІЛ ОСВІТИ, МОЛОДІ, СПОРТУ ТА КУЛЬТУРИ СВАЛЯВСЬКОЇ МІСЬКОЇ РАДИ",ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,21.01.2022; 21.01.2022; 1003231020000005090,
44651338,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ „КРИВКА”,ТОВ „КРИВКА”,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,19.01.2022; 19.01.2022; 1003251020000002250,
44725823,ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ “АГЕНЦІЯ ОБОРОННИХ ЗАКУПІВЕЛЬ”,ДП “АГЕНЦІЯ ОБОРОННИХ ЗАКУПІВЕЛЬ”,ДЕРЖАВНЕ ПІДПРИЄМСТВО,в стані припинення,17.06.2022; 17.06.2022; 1000691020000047779,
44759962,"КОМУНАЛЬНА УСТАНОВА ""ЧЕЧЕЛЬНИЦЬКИЙ СЕЛИЩНИЙ ЦЕНТР НАДАННЯ СОЦІАЛЬНИХ ПОСЛУГ"" ЧЕЧЕЛЬНИЦЬКОЇ СЕЛИЩНОЇ РАДИ","КУ""ЧЕЧЕЛЬНИЦЬКИЙ ЦНСП""","КОМУНАЛЬНА ОРГАНІЗАЦІЯ (УСТАНОВА, ЗАКЛАД)",зареєстровано,19.05.2022; 19.05.2022; 1001501020000001135,
44905575,"ВІДДІЛ КУЛЬТУРИ, ТУРИЗМУ, МОЛОДІ ТА СПОРТУ РАВА-РУСЬКОЇ МІСЬКОЇ РАДИ ЛЬВІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ","ВІДДІЛ КУЛЬТУРИ, ТУРИЗМУ, МОЛОДІ ТА СПОРТУ РАВА-РУСЬКОЇ МІСЬКОЇ РАДИ",ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,04.08.2022; 04.08.2022; 1003981360000003016,
44930156,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Вінпродплюс""","ТОВ ""Вінпродплюс""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,10.06.2023; 10.06.2023; 1001741020000020104,
45057319,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАНТРІ-САЙД""","ТОВ ""КАНТРІ-САЙД""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,22.05.2023; 22.05.2023; 1000701020000098498,
45101336,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""М'ЯСНИЙ АКЦЕНТ""","ТОВ ""М'ЯСНИЙ АКЦЕНТ""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,09.12.2022; 09.12.2022; 1009041020000001326,
45122822,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КРАЇНА ВІЛЬНИХ""","ТОВ ""КРАЇНА ВІЛЬНИХ""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,20.03.2023; 20.03.2023; 1001741020000019930,
45159276,"КОМУНАЛЬНА УСТАНОВА ""СЕРВІСНИЙ ОФІС ""ХАБ ВЕТЕРАН""","КУ ""СО ""ХАБ ВЕТЕРАН""","КОМУНАЛЬНА ОРГАНІЗАЦІЯ (УСТАНОВА, ЗАКЛАД)",зареєстровано,06.10.2023; 06.10.2023; 1005561020000083422,
45188915,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОПІЛКА РИТЕЙЛ""","ТОВ ""КОПІЛКА РИТЕЙЛ""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,15.02.2024; 15.02.2024; 1000221020000001615,
45207717,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «НЕСТЕРОВ»,ТОВ «НЕСТЕРОВ» ,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,21.09.2023; 21.09.2023; 1002271020000021293,
45346906,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СМ-КАСКАД""","ТОВ ""СМ-КАСКАД""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,29.08.2023; 29.08.2023; 1009951020000002056,
45366376,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО «ФАБРИКА-КУХНЯ ""ГОТУЇМО""» БУЧАНСЬКОЇ МІСЬКОЇ РАДИ","КП «ФАБРИКА-КУХНЯ ""ГОТУЇМО""»",КОМУНАЛЬНЕ ПІДПРИЄМСТВО,зареєстровано,11.01.2024; 11.01.2024; 1003261020000002010,
45387401,"ВІДДІЛ ОСВІТИ, КУЛЬТУРИ, ТУРИЗМУ, МОЛОДІ ТА СПОРТУ ДІВИЧКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ",ВОКТМС Дівичківської сільської ради,ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,16.11.2023; 16.11.2023; 1003541020000009029,
45464585,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДИКАНЬКАХЛІБ""","ТОВ ""ДИКАНЬКАХЛІБ""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,08.07.2024; 08.07.2024; 1010911020000000382,
45521831,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПАЛЯНИЦЯ СВ""","ТОВ ""ПАЛЯНИЦЯ СВ""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,24.07.2024; 24.07.2024; 1006051020000002158,
45547949,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БЕНЕМІЛК»,ТОВ «БЕНЕМІЛК»,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,13.05.2024; 13.05.2024; 1010681020000000461,
45656012,"УПРАВЛІННЯ ОСВІТИ, КУЛЬТУРИ, ТУРИЗМУ, МОЛОДІ ТА СПОРТУ КОБЕЛЯЦЬКОЇ МІСЬКОЇ РАДИ",,ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,19.09.2024; 19.09.2024; 1010911020000000415,
45668667,ПОЧАТКОВА ШКОЛА №12 БРОВАРСЬКОЇ МІСЬКОЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,ПОЧАТКОВА ШКОЛА №12 ,"КОМУНАЛЬНА ОРГАНІЗАЦІЯ (УСТАНОВА, ЗАКЛАД)",зареєстровано,04.06.2025; 04.06.2025; 1010231020000001111,
45708270,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Екофудторг""","ТОВ ""Екофудторг""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,10.12.2024; 10.12.2024; 1002271020000021946,
45909565,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АГРООВОЧ ТРЕЙД""","ТОВ ""АГРООВОЧ ТРЕЙД""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,15.11.2024; 15.11.2024; 1000671020000038414,
45955852,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВЕЛСФУД""","ТОВ ""ВЕЛСФУД""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,20.11.2025; 20.11.2025; 1010321020000000919,
45989090,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Гео-Лен""","ТОВ ""Гео-Лен""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,21.10.2025; 21.10.2025; 1003051020000019900,
45998849,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Гурт плюс +""","ТОВ ""Гурт+""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,22.01.2026; 22.01.2026; 1010351020000021892,
46000111,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИРГПРОДТОРГ""","ТОВ ""МИРГПРОДТОРГ""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,18.11.2025; 18.11.2025; 1010441020000000101,
46039814,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СЕРВІСПРОДТОРГ""","ТОВ ""СЕРВІСПРОДТОРГ""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,01.10.2025; 01.10.2025; 1000711020000052983,
46114744,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЧізМілк""","ТОВ ""ЧізМілк""",ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ,зареєстровано,18.09.2025; 18.09.2025; 1000741020000110887,
46185003,ВІДДІЛ ОСВІТИ ФУРСІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,,ОРГАН МІСЦЕВОГО САМОВРЯДУВАННЯ,зареєстровано,24.06.2026; 24.06.2026; 1003531020000011116,
