cc,exchangedate,rate,txt
AED,04.06.2021,7.4782,Дирхам ОАЕ
AED,05.06.2021,7.4782,Дирхам ОАЕ
AED,06.06.2021,7.4782,Дирхам ОАЕ
AED,07.06.2021,7.4782,Дирхам ОАЕ
AED,08.06.2021,7.4782,Дирхам ОАЕ
AED,09.06.2021,7.4782,Дирхам ОАЕ
AED,10.06.2021,7.4782,Дирхам ОАЕ
AED,11.06.2021,7.4782,Дирхам ОАЕ
AED,12.06.2021,7.4782,Дирхам ОАЕ
AED,13.06.2021,7.4782,Дирхам ОАЕ
AED,14.06.2021,7.4782,Дирхам ОАЕ
AED,15.06.2021,7.4782,Дирхам ОАЕ
AED,16.06.2021,7.4782,Дирхам ОАЕ
AED,17.06.2021,7.4782,Дирхам ОАЕ
AED,18.06.2021,7.4782,Дирхам ОАЕ
AED,19.06.2021,7.4782,Дирхам ОАЕ
AED,20.06.2021,7.4782,Дирхам ОАЕ
AED,21.06.2021,7.4782,Дирхам ОАЕ
AED,22.06.2021,7.4782,Дирхам ОАЕ
AED,23.06.2021,7.4782,Дирхам ОАЕ
AED,24.06.2021,7.4782,Дирхам ОАЕ
AED,25.06.2021,7.4782,Дирхам ОАЕ
AED,26.06.2021,7.4782,Дирхам ОАЕ
AED,27.06.2021,7.4782,Дирхам ОАЕ
AED,28.06.2021,7.4782,Дирхам ОАЕ
AED,29.06.2021,7.4782,Дирхам ОАЕ
AED,30.06.2021,7.4782,Дирхам ОАЕ
AED,01.07.2021,7.4129,Дирхам ОАЕ
AED,02.07.2021,7.4129,Дирхам ОАЕ
AED,03.07.2021,7.4129,Дирхам ОАЕ
AED,04.07.2021,7.4129,Дирхам ОАЕ
AED,05.07.2021,7.4129,Дирхам ОАЕ
AED,06.07.2021,7.4129,Дирхам ОАЕ
AED,07.07.2021,7.4129,Дирхам ОАЕ
AED,08.07.2021,7.4129,Дирхам ОАЕ
AED,09.07.2021,7.4129,Дирхам ОАЕ
AED,10.07.2021,7.4129,Дирхам ОАЕ
AED,11.07.2021,7.4129,Дирхам ОАЕ
AED,12.07.2021,7.4129,Дирхам ОАЕ
AED,13.07.2021,7.4129,Дирхам ОАЕ
AED,14.07.2021,7.4129,Дирхам ОАЕ
AED,15.07.2021,7.4129,Дирхам ОАЕ
AED,16.07.2021,7.4129,Дирхам ОАЕ
AED,17.07.2021,7.4129,Дирхам ОАЕ
AED,18.07.2021,7.4129,Дирхам ОАЕ
AED,19.07.2021,7.4129,Дирхам ОАЕ
AED,20.07.2021,7.4129,Дирхам ОАЕ
AED,21.07.2021,7.4129,Дирхам ОАЕ
AED,22.07.2021,7.4129,Дирхам ОАЕ
AED,23.07.2021,7.4129,Дирхам ОАЕ
AED,24.07.2021,7.4129,Дирхам ОАЕ
AED,25.07.2021,7.4129,Дирхам ОАЕ
AED,26.07.2021,7.4129,Дирхам ОАЕ
AED,27.07.2021,7.4129,Дирхам ОАЕ
AED,28.07.2021,7.4129,Дирхам ОАЕ
AED,29.07.2021,7.4129,Дирхам ОАЕ
AED,30.07.2021,7.4129,Дирхам ОАЕ
AED,31.07.2021,7.4129,Дирхам ОАЕ
AED,01.08.2021,7.3011,Дирхам ОАЕ
AED,02.08.2021,7.3011,Дирхам ОАЕ
AED,03.08.2021,7.3011,Дирхам ОАЕ
AED,04.08.2021,7.3011,Дирхам ОАЕ
AED,05.08.2021,7.3011,Дирхам ОАЕ
AED,06.08.2021,7.3011,Дирхам ОАЕ
AED,07.08.2021,7.3011,Дирхам ОАЕ
AED,08.08.2021,7.3011,Дирхам ОАЕ
AED,09.08.2021,7.3011,Дирхам ОАЕ
AED,10.08.2021,7.3011,Дирхам ОАЕ
AED,11.08.2021,7.3011,Дирхам ОАЕ
AED,12.08.2021,7.3011,Дирхам ОАЕ
AED,13.08.2021,7.3011,Дирхам ОАЕ
AED,14.08.2021,7.3011,Дирхам ОАЕ
AED,15.08.2021,7.3011,Дирхам ОАЕ
AED,16.08.2021,7.3011,Дирхам ОАЕ
AED,17.08.2021,7.3011,Дирхам ОАЕ
AED,18.08.2021,7.3011,Дирхам ОАЕ
AED,19.08.2021,7.3011,Дирхам ОАЕ
AED,20.08.2021,7.3011,Дирхам ОАЕ
AED,21.08.2021,7.3011,Дирхам ОАЕ
AED,22.08.2021,7.3011,Дирхам ОАЕ
AED,23.08.2021,7.3011,Дирхам ОАЕ
AED,24.08.2021,7.3011,Дирхам ОАЕ
AED,25.08.2021,7.3011,Дирхам ОАЕ
AED,26.08.2021,7.3011,Дирхам ОАЕ
AED,27.08.2021,7.3011,Дирхам ОАЕ
AED,28.08.2021,7.3011,Дирхам ОАЕ
AED,29.08.2021,7.3011,Дирхам ОАЕ
AED,30.08.2021,7.3011,Дирхам ОАЕ
AED,31.08.2021,7.3011,Дирхам ОАЕ
AED,01.09.2021,7.3218,Дирхам ОАЕ
AED,02.09.2021,7.3218,Дирхам ОАЕ
AED,03.09.2021,7.3218,Дирхам ОАЕ
AED,04.09.2021,7.3218,Дирхам ОАЕ
AED,05.09.2021,7.3218,Дирхам ОАЕ
AED,06.09.2021,7.3218,Дирхам ОАЕ
AED,07.09.2021,7.3218,Дирхам ОАЕ
AED,08.09.2021,7.3218,Дирхам ОАЕ
AED,09.09.2021,7.3218,Дирхам ОАЕ
AED,10.09.2021,7.3218,Дирхам ОАЕ
AED,11.09.2021,7.3218,Дирхам ОАЕ
AED,12.09.2021,7.3218,Дирхам ОАЕ
AED,13.09.2021,7.3218,Дирхам ОАЕ
AED,14.09.2021,7.3218,Дирхам ОАЕ
AED,15.09.2021,7.3218,Дирхам ОАЕ
AED,16.09.2021,7.3218,Дирхам ОАЕ
AED,17.09.2021,7.3218,Дирхам ОАЕ
AED,18.09.2021,7.3218,Дирхам ОАЕ
AED,19.09.2021,7.3218,Дирхам ОАЕ
AED,20.09.2021,7.3218,Дирхам ОАЕ
AED,21.09.2021,7.3218,Дирхам ОАЕ
AED,22.09.2021,7.3218,Дирхам ОАЕ
AED,23.09.2021,7.3218,Дирхам ОАЕ
AED,24.09.2021,7.3218,Дирхам ОАЕ
AED,25.09.2021,7.3218,Дирхам ОАЕ
AED,26.09.2021,7.3218,Дирхам ОАЕ
AED,27.09.2021,7.3218,Дирхам ОАЕ
AED,28.09.2021,7.3218,Дирхам ОАЕ
AED,29.09.2021,7.3218,Дирхам ОАЕ
AED,30.09.2021,7.3218,Дирхам ОАЕ
AED,01.10.2021,7.2468,Дирхам ОАЕ
AED,02.10.2021,7.2468,Дирхам ОАЕ
AED,03.10.2021,7.2468,Дирхам ОАЕ
AED,04.10.2021,7.2468,Дирхам ОАЕ
AED,05.10.2021,7.2468,Дирхам ОАЕ
AED,06.10.2021,7.2468,Дирхам ОАЕ
AED,07.10.2021,7.2468,Дирхам ОАЕ
AED,08.10.2021,7.2468,Дирхам ОАЕ
AED,09.10.2021,7.2468,Дирхам ОАЕ
AED,10.10.2021,7.2468,Дирхам ОАЕ
AED,11.10.2021,7.2468,Дирхам ОАЕ
AED,12.10.2021,7.2468,Дирхам ОАЕ
AED,13.10.2021,7.2468,Дирхам ОАЕ
AED,14.10.2021,7.2468,Дирхам ОАЕ
AED,15.10.2021,7.2468,Дирхам ОАЕ
AED,16.10.2021,7.2468,Дирхам ОАЕ
AED,17.10.2021,7.2468,Дирхам ОАЕ
AED,18.10.2021,7.2468,Дирхам ОАЕ
AED,19.10.2021,7.2468,Дирхам ОАЕ
AED,20.10.2021,7.2468,Дирхам ОАЕ
AED,21.10.2021,7.2468,Дирхам ОАЕ
AED,22.10.2021,7.2468,Дирхам ОАЕ
AED,23.10.2021,7.2468,Дирхам ОАЕ
AED,24.10.2021,7.2468,Дирхам ОАЕ
AED,25.10.2021,7.2468,Дирхам ОАЕ
AED,26.10.2021,7.2468,Дирхам ОАЕ
AED,27.10.2021,7.2468,Дирхам ОАЕ
AED,28.10.2021,7.2468,Дирхам ОАЕ
AED,29.10.2021,7.2468,Дирхам ОАЕ
AED,30.10.2021,7.2468,Дирхам ОАЕ
AED,31.10.2021,7.2468,Дирхам ОАЕ
AED,01.11.2021,7.1542,Дирхам ОАЕ
AED,02.11.2021,7.1542,Дирхам ОАЕ
AED,03.11.2021,7.1542,Дирхам ОАЕ
AED,04.11.2021,7.1542,Дирхам ОАЕ
AED,05.11.2021,7.1542,Дирхам ОАЕ
AED,06.11.2021,7.1542,Дирхам ОАЕ
AED,07.11.2021,7.1542,Дирхам ОАЕ
AED,08.11.2021,7.1542,Дирхам ОАЕ
AED,09.11.2021,7.1542,Дирхам ОАЕ
AED,10.11.2021,7.1542,Дирхам ОАЕ
AED,11.11.2021,7.1542,Дирхам ОАЕ
AED,12.11.2021,7.1542,Дирхам ОАЕ
AED,13.11.2021,7.1542,Дирхам ОАЕ
AED,14.11.2021,7.1542,Дирхам ОАЕ
AED,15.11.2021,7.1542,Дирхам ОАЕ
AED,16.11.2021,7.1542,Дирхам ОАЕ
AED,17.11.2021,7.1542,Дирхам ОАЕ
AED,18.11.2021,7.1542,Дирхам ОАЕ
AED,19.11.2021,7.1542,Дирхам ОАЕ
AED,20.11.2021,7.1542,Дирхам ОАЕ
AED,21.11.2021,7.1542,Дирхам ОАЕ
AED,22.11.2021,7.1542,Дирхам ОАЕ
AED,23.11.2021,7.1542,Дирхам ОАЕ
AED,24.11.2021,7.1542,Дирхам ОАЕ
AED,25.11.2021,7.1542,Дирхам ОАЕ
AED,26.11.2021,7.1542,Дирхам ОАЕ
AED,27.11.2021,7.1542,Дирхам ОАЕ
AED,28.11.2021,7.1542,Дирхам ОАЕ
AED,29.11.2021,7.1542,Дирхам ОАЕ
AED,30.11.2021,7.1542,Дирхам ОАЕ
AED,01.12.2021,7.4093,Дирхам ОАЕ
AED,02.12.2021,7.4093,Дирхам ОАЕ
AED,03.12.2021,7.4093,Дирхам ОАЕ
AED,04.12.2021,7.4093,Дирхам ОАЕ
AED,05.12.2021,7.4093,Дирхам ОАЕ
AED,06.12.2021,7.4093,Дирхам ОАЕ
AED,07.12.2021,7.4093,Дирхам ОАЕ
AED,08.12.2021,7.4093,Дирхам ОАЕ
AED,09.12.2021,7.4093,Дирхам ОАЕ
AED,10.12.2021,7.4093,Дирхам ОАЕ
AED,11.12.2021,7.4093,Дирхам ОАЕ
AED,12.12.2021,7.4093,Дирхам ОАЕ
AED,13.12.2021,7.4093,Дирхам ОАЕ
AED,14.12.2021,7.4093,Дирхам ОАЕ
AED,15.12.2021,7.4093,Дирхам ОАЕ
AED,16.12.2021,7.4093,Дирхам ОАЕ
AED,17.12.2021,7.4093,Дирхам ОАЕ
AED,18.12.2021,7.4093,Дирхам ОАЕ
AED,19.12.2021,7.4093,Дирхам ОАЕ
AED,20.12.2021,7.4093,Дирхам ОАЕ
AED,21.12.2021,7.4093,Дирхам ОАЕ
AED,22.12.2021,7.4093,Дирхам ОАЕ
AED,23.12.2021,7.4093,Дирхам ОАЕ
AED,24.12.2021,7.4093,Дирхам ОАЕ
AED,25.12.2021,7.4093,Дирхам ОАЕ
AED,26.12.2021,7.4093,Дирхам ОАЕ
AED,27.12.2021,7.4093,Дирхам ОАЕ
AED,28.12.2021,7.4093,Дирхам ОАЕ
AED,29.12.2021,7.4093,Дирхам ОАЕ
AED,30.12.2021,7.4093,Дирхам ОАЕ
AED,31.12.2021,7.4093,Дирхам ОАЕ
AED,01.01.2022,7.4267,Дирхам ОАЕ
AED,02.01.2022,7.4267,Дирхам ОАЕ
AED,03.01.2022,7.4267,Дирхам ОАЕ
AED,04.01.2022,7.4267,Дирхам ОАЕ
AED,05.01.2022,7.4267,Дирхам ОАЕ
AED,06.01.2022,7.4267,Дирхам ОАЕ
AED,07.01.2022,7.4267,Дирхам ОАЕ
AED,08.01.2022,7.4267,Дирхам ОАЕ
AED,09.01.2022,7.4267,Дирхам ОАЕ
AED,10.01.2022,7.4267,Дирхам ОАЕ
AED,11.01.2022,7.4267,Дирхам ОАЕ
AED,12.01.2022,7.4267,Дирхам ОАЕ
AED,13.01.2022,7.4267,Дирхам ОАЕ
AED,14.01.2022,7.4267,Дирхам ОАЕ
AED,15.01.2022,7.4267,Дирхам ОАЕ
AED,16.01.2022,7.4267,Дирхам ОАЕ
AED,17.01.2022,7.4267,Дирхам ОАЕ
AED,18.01.2022,7.4267,Дирхам ОАЕ
AED,19.01.2022,7.4267,Дирхам ОАЕ
AED,20.01.2022,7.4267,Дирхам ОАЕ
AED,21.01.2022,7.4267,Дирхам ОАЕ
AED,22.01.2022,7.4267,Дирхам ОАЕ
AED,23.01.2022,7.4267,Дирхам ОАЕ
AED,24.01.2022,7.4267,Дирхам ОАЕ
AED,25.01.2022,7.4267,Дирхам ОАЕ
AED,26.01.2022,7.4267,Дирхам ОАЕ
AED,27.01.2022,7.4267,Дирхам ОАЕ
AED,28.01.2022,7.4267,Дирхам ОАЕ
AED,29.01.2022,7.4267,Дирхам ОАЕ
AED,30.01.2022,7.4267,Дирхам ОАЕ
AED,31.01.2022,7.4267,Дирхам ОАЕ
AED,01.02.2022,7.7472,Дирхам ОАЕ
AED,02.02.2022,7.7472,Дирхам ОАЕ
AED,03.02.2022,7.7472,Дирхам ОАЕ
AED,04.02.2022,7.7472,Дирхам ОАЕ
AED,05.02.2022,7.7472,Дирхам ОАЕ
AED,06.02.2022,7.7472,Дирхам ОАЕ
AED,07.02.2022,7.7472,Дирхам ОАЕ
AED,08.02.2022,7.7472,Дирхам ОАЕ
AED,09.02.2022,7.7472,Дирхам ОАЕ
AED,10.02.2022,7.7472,Дирхам ОАЕ
AED,11.02.2022,7.7472,Дирхам ОАЕ
AED,12.02.2022,7.7472,Дирхам ОАЕ
AED,13.02.2022,7.7472,Дирхам ОАЕ
AED,14.02.2022,7.7472,Дирхам ОАЕ
AED,15.02.2022,7.7472,Дирхам ОАЕ
AED,16.02.2022,7.7472,Дирхам ОАЕ
AED,17.02.2022,7.7472,Дирхам ОАЕ
AED,18.02.2022,7.7472,Дирхам ОАЕ
AED,19.02.2022,7.7472,Дирхам ОАЕ
AED,20.02.2022,7.7472,Дирхам ОАЕ
AED,21.02.2022,7.7472,Дирхам ОАЕ
AED,22.02.2022,7.7472,Дирхам ОАЕ
AED,23.02.2022,7.7472,Дирхам ОАЕ
AED,24.02.2022,7.7472,Дирхам ОАЕ
AED,25.02.2022,7.7472,Дирхам ОАЕ
AED,26.02.2022,7.7472,Дирхам ОАЕ
AED,27.02.2022,7.7472,Дирхам ОАЕ
AED,28.02.2022,7.7472,Дирхам ОАЕ
AED,01.03.2022,7.7472,Дирхам ОАЕ
AED,02.03.2022,7.7472,Дирхам ОАЕ
AED,03.03.2022,7.7472,Дирхам ОАЕ
AED,04.03.2022,7.7472,Дирхам ОАЕ
AED,05.03.2022,7.7472,Дирхам ОАЕ
AED,06.03.2022,7.7472,Дирхам ОАЕ
AED,07.03.2022,7.7472,Дирхам ОАЕ
AED,08.03.2022,7.7472,Дирхам ОАЕ
AED,09.03.2022,7.7472,Дирхам ОАЕ
AED,10.03.2022,7.7472,Дирхам ОАЕ
AED,11.03.2022,7.7472,Дирхам ОАЕ
AED,12.03.2022,7.7472,Дирхам ОАЕ
AED,13.03.2022,7.7472,Дирхам ОАЕ
AED,14.03.2022,7.7472,Дирхам ОАЕ
AED,15.03.2022,7.7472,Дирхам ОАЕ
AED,16.03.2022,7.7472,Дирхам ОАЕ
AED,17.03.2022,7.7472,Дирхам ОАЕ
AED,18.03.2022,7.7472,Дирхам ОАЕ
AED,19.03.2022,7.7472,Дирхам ОАЕ
AED,20.03.2022,7.7472,Дирхам ОАЕ
AED,21.03.2022,7.7472,Дирхам ОАЕ
AED,22.03.2022,7.7472,Дирхам ОАЕ
AED,23.03.2022,7.7472,Дирхам ОАЕ
AED,24.03.2022,7.7472,Дирхам ОАЕ
AED,25.03.2022,7.7472,Дирхам ОАЕ
AED,26.03.2022,7.7472,Дирхам ОАЕ
AED,27.03.2022,7.7472,Дирхам ОАЕ
AED,28.03.2022,7.7472,Дирхам ОАЕ
AED,29.03.2022,7.7472,Дирхам ОАЕ
AED,30.03.2022,7.7472,Дирхам ОАЕ
AED,31.03.2022,7.7472,Дирхам ОАЕ
AED,01.04.2022,7.9649,Дирхам ОАЕ
AED,02.04.2022,7.9649,Дирхам ОАЕ
AED,03.04.2022,7.9649,Дирхам ОАЕ
AED,04.04.2022,7.9649,Дирхам ОАЕ
AED,05.04.2022,7.9649,Дирхам ОАЕ
AED,06.04.2022,7.9649,Дирхам ОАЕ
AED,07.04.2022,7.9649,Дирхам ОАЕ
AED,08.04.2022,7.9649,Дирхам ОАЕ
AED,09.04.2022,7.9649,Дирхам ОАЕ
AED,10.04.2022,7.9649,Дирхам ОАЕ
AED,11.04.2022,7.9649,Дирхам ОАЕ
AED,12.04.2022,7.9649,Дирхам ОАЕ
AED,13.04.2022,7.9649,Дирхам ОАЕ
AED,14.04.2022,7.9649,Дирхам ОАЕ
AED,15.04.2022,7.9649,Дирхам ОАЕ
AED,16.04.2022,7.9649,Дирхам ОАЕ
AED,17.04.2022,7.9649,Дирхам ОАЕ
AED,18.04.2022,7.9649,Дирхам ОАЕ
AED,19.04.2022,7.9649,Дирхам ОАЕ
AED,20.04.2022,7.9649,Дирхам ОАЕ
AED,21.04.2022,7.9649,Дирхам ОАЕ
AED,22.04.2022,7.9649,Дирхам ОАЕ
AED,23.04.2022,7.9649,Дирхам ОАЕ
AED,24.04.2022,7.9649,Дирхам ОАЕ
AED,25.04.2022,7.9649,Дирхам ОАЕ
AED,26.04.2022,7.9649,Дирхам ОАЕ
AED,27.04.2022,7.9649,Дирхам ОАЕ
AED,28.04.2022,7.9649,Дирхам ОАЕ
AED,29.04.2022,7.9649,Дирхам ОАЕ
AED,30.04.2022,7.9649,Дирхам ОАЕ
AED,01.05.2022,7.9649,Дирхам ОАЕ
AED,02.05.2022,7.9649,Дирхам ОАЕ
AED,03.05.2022,7.9649,Дирхам ОАЕ
AED,04.05.2022,7.9649,Дирхам ОАЕ
AED,05.05.2022,7.9649,Дирхам ОАЕ
AED,06.05.2022,7.9649,Дирхам ОАЕ
AED,07.05.2022,7.9649,Дирхам ОАЕ
AED,08.05.2022,7.9649,Дирхам ОАЕ
AED,09.05.2022,7.9649,Дирхам ОАЕ
AED,10.05.2022,7.9649,Дирхам ОАЕ
AED,11.05.2022,7.9649,Дирхам ОАЕ
AED,12.05.2022,7.9649,Дирхам ОАЕ
AED,13.05.2022,7.9649,Дирхам ОАЕ
AED,14.05.2022,7.9649,Дирхам ОАЕ
AED,15.05.2022,7.9649,Дирхам ОАЕ
AED,16.05.2022,7.9649,Дирхам ОАЕ
AED,17.05.2022,7.9649,Дирхам ОАЕ
AED,18.05.2022,7.9649,Дирхам ОАЕ
AED,19.05.2022,7.9649,Дирхам ОАЕ
AED,20.05.2022,7.9649,Дирхам ОАЕ
AED,21.05.2022,7.9649,Дирхам ОАЕ
AED,22.05.2022,7.9649,Дирхам ОАЕ
AED,23.05.2022,7.9649,Дирхам ОАЕ
AED,24.05.2022,7.9649,Дирхам ОАЕ
AED,25.05.2022,7.9649,Дирхам ОАЕ
AED,26.05.2022,7.9649,Дирхам ОАЕ
AED,27.05.2022,7.9649,Дирхам ОАЕ
AED,28.05.2022,7.9649,Дирхам ОАЕ
AED,29.05.2022,7.9649,Дирхам ОАЕ
AED,30.05.2022,7.9649,Дирхам ОАЕ
AED,31.05.2022,7.9649,Дирхам ОАЕ
AED,01.06.2022,7.9649,Дирхам ОАЕ
AED,02.06.2022,7.9649,Дирхам ОАЕ
AED,03.06.2022,7.9649,Дирхам ОАЕ
AED,04.06.2022,7.9649,Дирхам ОАЕ
AED,05.06.2022,7.9649,Дирхам ОАЕ
AED,06.06.2022,7.9649,Дирхам ОАЕ
AED,07.06.2022,7.9649,Дирхам ОАЕ
AED,08.06.2022,7.9649,Дирхам ОАЕ
AED,09.06.2022,7.9649,Дирхам ОАЕ
AED,10.06.2022,7.9649,Дирхам ОАЕ
AED,11.06.2022,7.9649,Дирхам ОАЕ
AED,12.06.2022,7.9649,Дирхам ОАЕ
AED,13.06.2022,7.9649,Дирхам ОАЕ
AED,14.06.2022,7.9649,Дирхам ОАЕ
AED,15.06.2022,7.9649,Дирхам ОАЕ
AED,16.06.2022,7.9649,Дирхам ОАЕ
AED,17.06.2022,7.9649,Дирхам ОАЕ
AED,18.06.2022,7.9649,Дирхам ОАЕ
AED,19.06.2022,7.9649,Дирхам ОАЕ
AED,20.06.2022,7.9649,Дирхам ОАЕ
AED,21.06.2022,7.9649,Дирхам ОАЕ
AED,22.06.2022,7.9649,Дирхам ОАЕ
AED,23.06.2022,7.9649,Дирхам ОАЕ
AED,24.06.2022,7.9649,Дирхам ОАЕ
AED,25.06.2022,7.9649,Дирхам ОАЕ
AED,26.06.2022,7.9649,Дирхам ОАЕ
AED,27.06.2022,7.9649,Дирхам ОАЕ
AED,28.06.2022,7.9649,Дирхам ОАЕ
AED,29.06.2022,7.9649,Дирхам ОАЕ
AED,30.06.2022,7.9649,Дирхам ОАЕ
AED,01.07.2022,7.9649,Дирхам ОАЕ
AED,02.07.2022,7.9649,Дирхам ОАЕ
AED,03.07.2022,7.9649,Дирхам ОАЕ
AED,04.07.2022,7.9649,Дирхам ОАЕ
AED,05.07.2022,7.9649,Дирхам ОАЕ
AED,06.07.2022,7.9649,Дирхам ОАЕ
AED,07.07.2022,7.9649,Дирхам ОАЕ
AED,08.07.2022,7.9649,Дирхам ОАЕ
AED,09.07.2022,7.9649,Дирхам ОАЕ
AED,10.07.2022,7.9649,Дирхам ОАЕ
AED,11.07.2022,7.9649,Дирхам ОАЕ
AED,12.07.2022,7.9649,Дирхам ОАЕ
AED,13.07.2022,7.9649,Дирхам ОАЕ
AED,14.07.2022,7.9649,Дирхам ОАЕ
AED,15.07.2022,7.9649,Дирхам ОАЕ
AED,16.07.2022,7.9649,Дирхам ОАЕ
AED,17.07.2022,7.9649,Дирхам ОАЕ
AED,18.07.2022,7.9649,Дирхам ОАЕ
AED,19.07.2022,7.9649,Дирхам ОАЕ
AED,20.07.2022,7.9649,Дирхам ОАЕ
AED,21.07.2022,7.9649,Дирхам ОАЕ
AED,22.07.2022,7.9649,Дирхам ОАЕ
AED,23.07.2022,7.9649,Дирхам ОАЕ
AED,24.07.2022,7.9649,Дирхам ОАЕ
AED,25.07.2022,7.9649,Дирхам ОАЕ
AED,26.07.2022,7.9649,Дирхам ОАЕ
AED,27.07.2022,7.9649,Дирхам ОАЕ
AED,28.07.2022,7.9649,Дирхам ОАЕ
AED,29.07.2022,7.9649,Дирхам ОАЕ
AED,30.07.2022,7.9649,Дирхам ОАЕ
AED,31.07.2022,7.9649,Дирхам ОАЕ
AED,01.08.2022,9.9558,Дирхам ОАЕ
AED,02.08.2022,9.9558,Дирхам ОАЕ
AED,03.08.2022,9.9558,Дирхам ОАЕ
AED,04.08.2022,9.9558,Дирхам ОАЕ
AED,05.08.2022,9.9558,Дирхам ОАЕ
AED,06.08.2022,9.9558,Дирхам ОАЕ
AED,07.08.2022,9.9558,Дирхам ОАЕ
AED,08.08.2022,9.9558,Дирхам ОАЕ
AED,09.08.2022,9.9558,Дирхам ОАЕ
AED,10.08.2022,9.9558,Дирхам ОАЕ
AED,11.08.2022,9.9558,Дирхам ОАЕ
AED,12.08.2022,9.9558,Дирхам ОАЕ
AED,13.08.2022,9.9558,Дирхам ОАЕ
AED,14.08.2022,9.9558,Дирхам ОАЕ
AED,15.08.2022,9.9558,Дирхам ОАЕ
AED,16.08.2022,9.9558,Дирхам ОАЕ
AED,17.08.2022,9.9558,Дирхам ОАЕ
AED,18.08.2022,9.9558,Дирхам ОАЕ
AED,19.08.2022,9.9558,Дирхам ОАЕ
AED,20.08.2022,9.9558,Дирхам ОАЕ
AED,21.08.2022,9.9558,Дирхам ОАЕ
AED,22.08.2022,9.9558,Дирхам ОАЕ
AED,23.08.2022,9.9558,Дирхам ОАЕ
AED,24.08.2022,9.9558,Дирхам ОАЕ
AED,25.08.2022,9.9558,Дирхам ОАЕ
AED,26.08.2022,9.9558,Дирхам ОАЕ
AED,27.08.2022,9.9558,Дирхам ОАЕ
AED,28.08.2022,9.9558,Дирхам ОАЕ
AED,29.08.2022,9.9558,Дирхам ОАЕ
AED,30.08.2022,9.9558,Дирхам ОАЕ
AED,31.08.2022,9.9558,Дирхам ОАЕ
AED,01.09.2022,9.9561,Дирхам ОАЕ
AED,02.09.2022,9.9561,Дирхам ОАЕ
AED,03.09.2022,9.9561,Дирхам ОАЕ
AED,04.09.2022,9.9561,Дирхам ОАЕ
AED,05.09.2022,9.9561,Дирхам ОАЕ
AED,06.09.2022,9.9561,Дирхам ОАЕ
AED,07.09.2022,9.9561,Дирхам ОАЕ
AED,08.09.2022,9.9561,Дирхам ОАЕ
AED,09.09.2022,9.9561,Дирхам ОАЕ
AED,10.09.2022,9.9561,Дирхам ОАЕ
AED,11.09.2022,9.9561,Дирхам ОАЕ
AED,12.09.2022,9.9561,Дирхам ОАЕ
AED,13.09.2022,9.9561,Дирхам ОАЕ
AED,14.09.2022,9.9561,Дирхам ОАЕ
AED,15.09.2022,9.9561,Дирхам ОАЕ
AED,16.09.2022,9.9561,Дирхам ОАЕ
AED,17.09.2022,9.9561,Дирхам ОАЕ
AED,18.09.2022,9.9561,Дирхам ОАЕ
AED,19.09.2022,9.9561,Дирхам ОАЕ
AED,20.09.2022,9.9561,Дирхам ОАЕ
AED,21.09.2022,9.9561,Дирхам ОАЕ
AED,22.09.2022,9.9561,Дирхам ОАЕ
AED,23.09.2022,9.9561,Дирхам ОАЕ
AED,24.09.2022,9.9561,Дирхам ОАЕ
AED,25.09.2022,9.9561,Дирхам ОАЕ
AED,26.09.2022,9.9561,Дирхам ОАЕ
AED,27.09.2022,9.9561,Дирхам ОАЕ
AED,28.09.2022,9.9561,Дирхам ОАЕ
AED,29.09.2022,9.9561,Дирхам ОАЕ
AED,30.09.2022,9.9561,Дирхам ОАЕ
AED,01.10.2022,9.9558,Дирхам ОАЕ
AED,02.10.2022,9.9558,Дирхам ОАЕ
AED,03.10.2022,9.9558,Дирхам ОАЕ
AED,04.10.2022,9.9558,Дирхам ОАЕ
AED,05.10.2022,9.9558,Дирхам ОАЕ
AED,06.10.2022,9.9558,Дирхам ОАЕ
AED,07.10.2022,9.9558,Дирхам ОАЕ
AED,08.10.2022,9.9558,Дирхам ОАЕ
AED,09.10.2022,9.9558,Дирхам ОАЕ
AED,10.10.2022,9.9558,Дирхам ОАЕ
AED,11.10.2022,9.9558,Дирхам ОАЕ
AED,12.10.2022,9.9558,Дирхам ОАЕ
AED,13.10.2022,9.9558,Дирхам ОАЕ
AED,14.10.2022,9.9558,Дирхам ОАЕ
AED,15.10.2022,9.9558,Дирхам ОАЕ
AED,16.10.2022,9.9558,Дирхам ОАЕ
AED,17.10.2022,9.9558,Дирхам ОАЕ
AED,18.10.2022,9.9558,Дирхам ОАЕ
AED,19.10.2022,9.9558,Дирхам ОАЕ
AED,20.10.2022,9.9558,Дирхам ОАЕ
AED,21.10.2022,9.9558,Дирхам ОАЕ
AED,22.10.2022,9.9558,Дирхам ОАЕ
AED,23.10.2022,9.9558,Дирхам ОАЕ
AED,24.10.2022,9.9558,Дирхам ОАЕ
AED,25.10.2022,9.9558,Дирхам ОАЕ
AED,26.10.2022,9.9558,Дирхам ОАЕ
AED,27.10.2022,9.9558,Дирхам ОАЕ
AED,28.10.2022,9.9558,Дирхам ОАЕ
AED,29.10.2022,9.9558,Дирхам ОАЕ
AED,30.10.2022,9.9558,Дирхам ОАЕ
AED,31.10.2022,9.9558,Дирхам ОАЕ
AED,01.11.2022,9.9561,Дирхам ОАЕ
AED,02.11.2022,9.9561,Дирхам ОАЕ
